Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.780281600000308,  -0.724523700815552,  -0.505180686871778,  -0.285800961023558,  -0.065969413847572,   0.154677945678609,   0.376395705547803,   0.599268559454130,   0.552736092632477,   0.506013077918631,   0.459174249665420,   0.412283730368322,   0.365395127353546,   0.318551758788058,   0.258675005936739,   0.198908539431862,   0.139266534304771,   0.079749741304497,   0.020346667625947,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.083504621241449,   0.086489829315475,   0.089508308159618,   0.092560517302486,   0.095646894014176,   0.098767853262282,   0.101923787687349,   0.053464986217519,   0.005146564806808,  -0.043056127836643,  -0.091174026274672,  -0.139243670351353, 
        6277.782415200000287,  -0.868922756965613,  -0.659631636296118,  -0.450598276022103,  -0.241424224937595,  -0.031718155666461,   0.178854714061046,   0.390521590807620,   0.406310268056081,   0.422226509886794,   0.438254244790166,   0.454375967430000,   0.470572773951340,   0.486824411191379,   0.401624142891264,   0.316452506581343,   0.231376252969486,   0.146430605901465,   0.061622472043891,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.246881525979541,   0.209944802831815,   0.173171394779488,   0.136562841621016,   0.100115614441528,   0.063821447529888,   0.027667671569582,  -0.029797498480896,  -0.087112507425293,  -0.144322718785511,  -0.201480584257833,  -0.258644560759941, 
        6277.784244000000399,  -0.747855820132954,  -0.545263034174346,  -0.342725010902048,  -0.139857928542097,   0.063691515894317,   0.268200497965973,   0.473822713261517,   0.476485885562448,   0.479186936810024,   0.481921094457621,   0.484683731591004,   0.487470390666513,   0.490276806594704,   0.402918287602912,   0.315651198806319,   0.228540407208549,   0.141617511935136,   0.054884410873164,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.044250204376211,   0.052661553425930,   0.061084077875759,   0.069520028189669,   0.077971470876476,   0.086440286819945,   0.094928169751501,   0.038342360963652,  -0.018093332215742,  -0.074411390390818,  -0.130652416255686,  -0.186864086665186, 
        6277.786377600000378,  -0.806373337934079,  -0.595727663023688,  -0.385221492065829,  -0.174451959578328,   0.036960790367607,   0.249322741271083,   0.462813315767274,   0.467276415562255,   0.471789473427816,   0.476345649697243,   0.480938131519345,   0.485560165711318,   0.490205092083487,   0.404079130545526,   0.318040999425904,   0.232155488332192,   0.146454959205912,   0.060942757118894,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.103400646839696,   0.080994716865219,   0.058673703894284,   0.036430303751271,   0.014255661546972,  -0.007860548555640,  -0.029930045230999,  -0.055057687584055,  -0.080161608156729,  -0.105259774543950,  -0.130371564744464,  -0.155517674929965, 
        6277.788206400000490,  -0.795137576550362,  -0.575296760603850,  -0.355548412623490,  -0.135469421833873,   0.085330477366587,   0.307150627940941,   0.530139257633224,   0.506521145486127,   0.482817044400678,   0.459059246124724,   0.435277785361824,   0.411500325665199,   0.387752074952810,   0.318638862991643,   0.249623538058226,   0.180737121285701,   0.111991496580906,   0.043381189906264,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.131969812690904,   0.095221818004974,   0.058590022405049,   0.022062623817891,  -0.014376253017334,  -0.050746246980095,  -0.087070458090105,  -0.070745293002421,  -0.054483697766026,  -0.038276195104935,  -0.022113896283462,  -0.005988515811440, 
        6277.790340000000469,  -0.793952981834276,  -0.597845828810184,  -0.401947427642330,  -0.205907690541574,  -0.009393313052658,   0.187871439978905,   0.386062661201602,   0.410474938212713,   0.435036871245775,   0.459723641923526,   0.484507164520519,   0.509356096237033,   0.534235881643218,   0.438634907764359,   0.343138018007289,   0.247826923847921,   0.152742138487307,   0.057887683159281,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.114343389402181,  -0.046581382829018,   0.021081523378595,   0.088673895230200,   0.156211881365656,   0.223697663792966,   0.291117945119090,   0.180520691931571,   0.070266715909635,  -0.039681931653389,  -0.149399827150282,  -0.258990596412047, 
        6277.792168800000582,  -0.796336298903974,  -0.576422735197462,  -0.356604514913071,  -0.136458816752386,   0.084404543999525,   0.306285000394134,   0.529331009506558,   0.499505010802098,   0.469571993142067,   0.439572115603592,   0.409541670921401,   0.379512997697371,   0.349514438830862,   0.287346291653892,   0.225261457317346,   0.163282150614606,   0.101415626279856,   0.039655463686469,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.234173753761615,   0.170026813193022,   0.106096639050800,   0.042371098472563,  -0.021175296371497,  -0.084579828459606,  -0.147890049971984,  -0.124913777540162,  -0.102047173459619,  -0.079274549744735,  -0.056581278805781,  -0.033953838430823, 
        6277.794302399999651,  -0.853219396669395,  -0.647950820097850,  -0.442968797702960,  -0.237904749934010,  -0.032399056528443,   0.173852401403972,   0.381050344986839,   0.394696940906063,   0.408454192687192,   0.422308861765153,   0.436246680850480,   0.450252388850906,   0.464309775421251,   0.380764213013836,   0.297292673008230,   0.213951034241310,   0.130765516185070,   0.047735780021773,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.028366481975508,   0.071027874250058,   0.113659665542729,   0.156268084842041,   0.198853635460435,   0.241410746035895,   0.283927444003853,   0.152349439573093,   0.021225856921109,  -0.109517010156515,  -0.239999862994970,  -0.370377793602042, 
        6277.796436000000540,  -0.799721781287061,  -0.567596297102346,  -0.335532141742392,  -0.103077108822288,   0.130178456715870,   0.364533115167908,   0.600103293561036,   0.548543151346950,   0.496775244124214,   0.444881211951593,   0.392929619928113,   0.340976209240885,   0.289064301014712,   0.234691539250843,   0.180412691073396,   0.126237010383672,   0.072162997471654,   0.018179277872041,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.112180956984725,   0.100687454780931,   0.089255804536042,   0.077883426671856,   0.066567291077613,   0.055303930194869,   0.044089452241381,   0.025987349924996,   0.007936113628692,  -0.010073035795767,  -0.028049791378134,  -0.046004717918332, 
        6277.798264800000652,  -0.862883989053887,  -0.643242168740878,  -0.423816050241993,  -0.204181227268438,   0.016071866519276,   0.237280588249263,   0.459650772864437,   0.466329426336351,   0.473068731340406,   0.479859163456980,   0.486691051090356,   0.493554619641182,   0.500440037977643,   0.411046603439046,   0.321742587431854,   0.232596667308512,   0.143642447525722,   0.054882282995263,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.021612657627283,   0.008458552730006,   0.038494045931621,   0.068504525521815,   0.098498211797287,   0.128480718925029,   0.158454935584434,   0.093012211433145,   0.027754543344324,  -0.037346830673248,  -0.102332600641848,  -0.167253768285294, 
        6277.800398399999722,  -0.672576793168712,  -0.505898553386515,  -0.339355263981392,  -0.172674187523892,  -0.005604047484617,   0.162059749001484,   0.330449083207406,   0.357000230286468,   0.383713149199791,   0.410567375240183,   0.437538788753139,   0.464599567396529,   0.491718170796012,   0.405901321834409,   0.320171688346017,   0.234593934131807,   0.149200480727457,   0.063994887793114,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.032998534636545,  -0.020245786388460,  -0.007517470641801,   0.005192365500603,   0.017889278482962,   0.030578420536609,   0.043264531763557,   0.026668393004286,   0.010110814764548,  -0.006415944719613,  -0.022920392861114,  -0.039411771639752, 
        6277.802227200000743,  -0.937281062067428,  -0.706087666224043,  -0.475211005941906,  -0.244203077418985,  -0.012617805384362,   0.219922504413516,   0.453658655322710,   0.455039955543076,   0.456463221866471,   0.457925571597097,   0.459424272585566,   0.460956757032941,   0.462520634463669,   0.381327389980074,   0.300206250582221,   0.219212522640737,   0.138373378075195,   0.057690690814193,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.141435617683626,   0.111015455034520,   0.080706391387268,   0.050500632772915,   0.020387450190612,  -0.009646634965423,  -0.039617668591513,  -0.073169708867435,  -0.106693064373260,  -0.140213754807785,  -0.173760128697776,  -0.207362652671818, 
        6277.804360800000723,  -0.520894292580626,  -0.379831268953418,  -0.238797943755297,  -0.097593108679733,   0.043958050412486,   0.185988433531070,   0.328573017008146,   0.343504168512137,   0.358545348020412,   0.373685577650684,   0.388912742765413,   0.404213609733779,   0.419573852777104,   0.344183019623631,   0.268905980941338,   0.193781534381108,   0.118825124746485,   0.044031175409463,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.080076981779178,  -0.027294020424214,   0.025420866035992,   0.078089524411307,   0.130726223157679,   0.183336925308679,   0.235918577133913,   0.143619884487264,   0.051575534384768,  -0.040248656293127,  -0.131911557562994,  -0.223492304326517, 
        6277.806189599999925,  -0.610298529582443,  -0.441600760732412,  -0.272934951054602,  -0.104031186508239,   0.065348248194750,   0.235382386024550,   0.406164207613468,   0.390600422925332,   0.375041362203428,   0.359500180869721,   0.343989178234972,   0.328519758369103,   0.313102398791482,   0.256592984691533,   0.200155292542853,   0.143803903142478,   0.087541504204946,   0.031359851127578,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.147660081791118,   0.128582782164112,   0.109587386766508,   0.090670994952835,   0.071829469513218,   0.053057485753108,   0.034348581005797,   0.008833453833975,  -0.016624481367460,  -0.042039200951538,  -0.067426373433904,  -0.092803254483253, 
        6277.808323200000814,  -0.846424114889215,  -0.607954984130447,  -0.369620973804705,  -0.130954984292473,   0.108475788108892,   0.348995891159978,   0.590745080825837,   0.547728589669825,   0.504537372755011,   0.461239180266418,   0.417892811307775,   0.374548140622233,   0.331246255083729,   0.269031707564934,   0.206928544192448,   0.144953117009022,   0.083107145833748,   0.021379042570292,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.022287407630924,   0.046538541590730,   0.070779254298361,   0.095016073766404,   0.119253827704900,   0.143495581838182,   0.167742581207594,   0.087126104340364,   0.006728752453858,  -0.073490616053308,  -0.153590404270481,  -0.233643320851953, 
        6277.810152000000926,  -0.530431562007862,  -0.375983282508158,  -0.221540101677226,  -0.066879848216860,   0.088185729440493,   0.243790557890792,   0.399993214738602,   0.380021432428812,   0.360055496622798,   0.340111647173840,   0.320204548745182,   0.300347264444734,   0.280551242103229,   0.228896092709861,   0.177331933996796,   0.125866517313325,   0.074497948281652,   0.023215442302827,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.052033009372276,   0.061505247149629,   0.070993841124413,   0.080501217789616,   0.090029554291898,   0.099580775354904,   0.109156550443009,   0.058537767902719,   0.008043344010951,  -0.042350995884935,  -0.092676405347492,  -0.142970161783819, 
        6277.812285599999996,  -0.794661493401683,  -0.609176707903359,  -0.423930981261642,  -0.238596122101758,  -0.052854649097106,   0.133565803870128,   0.320857021547785,   0.360694287732860,   0.400767584297820,   0.441046650165180,   0.481492925847590,   0.522059249121221,   0.562689628661558,   0.465696766950521,   0.368750983880864,   0.271949162410860,   0.175344594273455,   0.078951790389470,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.025312493333558,   0.017414978249611,   0.009542201867335,   0.001690369003526,  -0.006144501038367,  -0.013966569807109,  -0.021780175250397,  -0.015366324144331,  -0.008969113090711,  -0.002585673704396,   0.003786770599148,   0.010150904180110, 
        6277.814419200000884,  -0.873906316194829,  -0.641109401090730,  -0.408556691854726,  -0.175816237999689,   0.057522238754682,   0.291779072740766,   0.527114316347789,   0.495488609065128,   0.463771126058479,   0.432003632561794,   0.400223398850518,   0.368463144984466,   0.336751036139509,   0.273606852813141,   0.210574303651318,   0.147670704418350,   0.084898234238889,   0.022245320332393,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.042106168830542,   0.004916690751796,   0.051895566228773,   0.098846620551489,   0.145779700393680,   0.192697826650604,   0.239596699710292,   0.145226317177602,   0.051118809028860,  -0.042761204079874,  -0.136474879935542,  -0.230104432723885, 
        6277.816248000000087,  -0.792654660085733,  -0.584888214241593,  -0.377296651561462,  -0.169504616161390,   0.038838862928777,   0.248011643493720,   0.458168174856190,   0.448515203561607,   0.438864237853124,   0.429225353189684,   0.419608469145035,   0.410023304393366,   0.400479334665309,   0.328119607878789,   0.255860294836051,   0.183735434477875,   0.111757939253378,   0.039921642612068,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.063538014701226,  -0.033805650319919,  -0.004115648806257,   0.025546293862893,   0.055192220006677,   0.084831783932590,   0.114472126220964,   0.107917644568322,   0.101416845238476,   0.094968387921613,   0.088570771708746,   0.082222338307094, 
        6277.818381600000066,  -0.716770578720032,  -0.498490732055545,  -0.280223645183349,  -0.061578201717002,   0.157784793295261,   0.378095290765116,   0.599414745215133,   0.537837226972641,   0.476067259613976,   0.414197589357467,   0.352302142785414,   0.290436788995294,   0.228640293837725,   0.183970466499085,   0.139393388284910,   0.094909090433807,   0.050510780441831,   0.006185343094300,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.014211487861369,   0.006558109671078,   0.027313622865069,   0.048063306579274,   0.068814251355892,   0.089572341441618,   0.110342213381154,   0.070688949837978,   0.031124526225445,  -0.008366605847179,  -0.047804432445762,  -0.087213009957371, 
        6277.820210400001088,  -0.666183409166514,  -0.443730622937599,  -0.221179736933058,   0.001862380937714,   0.225718815816639,   0.450581423639641,   0.676447583666114,   0.584394918973205,   0.492061521452893,   0.399602976903728,   0.307131098993964,   0.214717350275590,   0.122396674890789,   0.093736930992991,   0.065136953705670,   0.036589577742483,   0.008085148453743,  -0.020388341626828,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.033861054839866,   0.066894886470158,   0.099929406619579,   0.132971238717085,   0.166023620213348,   0.199086233475505,   0.232155045825248,   0.151339123373518,   0.070759358072927,  -0.009609231008306,  -0.089811311473355,  -0.169908225325669, 
        6277.822344000000157,  -0.663620450115551,  -0.487320050416429,  -0.311115973684769,  -0.134719085798570,   0.042131074804144,   0.219636290199937,   0.397908694042576,   0.403644331306550,   0.409452306890347,   0.415326399540221,   0.421260261467209,   0.427247443253216,   0.433281420125251,   0.355579189203403,   0.277993285318243,   0.200566388916878,   0.123316088419586,   0.046237435410404,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.156601556946785,  -0.102075538901040,  -0.047642029790278,   0.006732362434200,   0.061074040517376,   0.115401592602096,   0.169724967790375,   0.123668282976721,   0.077718555575228,   0.031864618411013,  -0.013911207751207,  -0.059632545578242, 
        6277.824172800000269,  -0.784810555474814,  -0.533381194385496,  -0.281991901273849,  -0.030177965937785,   0.222456687239699,   0.476152190087610,   0.730902711108554,   0.607900262580179,   0.484569394031885,   0.361123798677719,   0.237698800199604,   0.114360445011942,  -0.008884788396832,  -0.015235789933376,  -0.021588066285196,  -0.027944935402652,  -0.034309820749633,  -0.040686249981430,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.177585191630908,   0.175494570180298,   0.173467240605733,   0.171503296043697,   0.169602799577435,   0.167765783830476,   0.165992250620289,   0.072951102502544,  -0.019843519748287,  -0.112446848036118,  -0.204935815682427,  -0.297404579001328, 
        6277.826306400001158,  -0.850653884305110,  -0.634330691638594,  -0.418262034135445,  -0.202054908703013,   0.014667653156140,   0.232211878907890,   0.450756909908658,   0.443179218804771,   0.435613676502796,   0.428067793990311,   0.420549066486977,   0.413064939318239,   0.405622775117415,   0.333172038596285,   0.260821355337778,   0.188605989224663,   0.116539895892963,   0.044617778563473,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.066641608175543,  -0.047736133633725,  -0.028870498822200,  -0.010034555728945,   0.008780983313430,   0.027584515590755,   0.046383517408508,   0.052860299160607,   0.059353952842529,   0.065866362732426,   0.072399300491254,   0.078954424043496, 
        6277.828440000000228,  -0.577837382683097,  -0.394033768804355,  -0.210231946145445,  -0.026160279811276,   0.158402744412294,   0.343594221766810,   0.529431604332670,   0.449245502566580,   0.368943479778839,   0.288609748370290,   0.208299326818884,   0.128040475031062,   0.047837308705051,   0.034221645915895,   0.020627750263332,   0.007050308181017,  -0.006516508856279,  -0.020079029574610,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.170941738946813,   0.158468195640755,   0.146066625762123,   0.133736627047619,   0.121477225625806,   0.109286889401718,   0.097163542329976,   0.027314585762761,  -0.042387615745384,  -0.111986217877751,  -0.181536064948952,  -0.251101789695974, 
        6277.830268800000340,  -0.722253052197758,  -0.537223421033123,  -0.352361788073572,  -0.167359329477039,   0.018068669058185,   0.204148394866509,   0.391012054674810,   0.392130174300264,   0.393308192581290,   0.394544372941475,   0.395837050157954,   0.397184637625542,   0.398585634239657,   0.327256551439399,   0.256027227523389,   0.184930982941601,   0.113980614178904,   0.043170356080706,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.058669091981580,  -0.030352212711165,  -0.002075952881370,   0.026173172675324,   0.054406595227446,   0.082633583869296,   0.110861137749809,   0.083711529991201,   0.056637613009488,   0.029630634041220,   0.002679631131134,  -0.024228440314137, 
        6277.832402399999410,  -0.651023182070583,  -0.454786131286595,  -0.258573333224094,  -0.062063595581136,   0.135017613285615,   0.332856506976484,   0.531508035997181,   0.475483149565185,   0.419336649392659,   0.363136448545574,   0.306935739946876,   0.250773615899704,   0.194675813324460,   0.154676587944604,   0.114753675199349,   0.074903843486232,   0.035118615249249,  -0.004615375084860,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.033576063930056,   0.022293929008646,   0.078143579799787,   0.133989384626664,   0.189838400606534,   0.245687361167901,   0.301521820106086,   0.209113121201699,   0.116970710777545,   0.025080570084189,  -0.066599185138520,  -0.158133827670826, 
        6277.834231200000431,  -0.710965199381283,  -0.505797219623596,  -0.300730235479062,  -0.095420940474563,   0.110432478296726,   0.317043095655409,   0.524486603701214,   0.469616569688900,   0.414631083426743,   0.359595254423612,   0.304560156077728,   0.249563402910751,   0.194629846265678,   0.155382618690406,   0.116210692505946,   0.077111074180205,   0.038075707668845,  -0.000908187611445,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.032114682390568,   0.065479190730166,   0.098842397422065,   0.132211163342690,   0.165588906465315,   0.198975427540866,   0.232366745024502,   0.142155136124588,   0.052197511897106,  -0.037539581525379,  -0.127113227981941,  -0.216600001955427, 
        6277.836364800000410,  -0.512120468263923,  -0.372922738102545,  -0.233797606915155,  -0.094557548474286,   0.044958701750158,   0.184871328841861,   0.325244218455621,   0.307073653845479,   0.288931308295234,   0.270826643693363,   0.252767886802927,   0.234762025304583,   0.216814810961648,   0.176436229923400,   0.136121706700332,   0.095871361204755,   0.055679808570107,   0.015536515486785,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.050654082062442,   0.060732898302861,   0.070831768518235,   0.080953358937586,   0.091100042514285,   0.101273894407485,   0.111476687742477,   0.092994940145250,   0.074580958460662,   0.056229713314857,   0.037935094561219,   0.019689955853667, 
        6277.838193599999613,  -0.643335649946813,  -0.460500312079484,  -0.277769609947110,  -0.094862875385166,   0.088463342788515,   0.272381852737918,   0.456960481472162,   0.413995871727029,   0.370981998545020,   0.327959392092331,   0.284960434931795,   0.242009613280552,   0.199123828439593,   0.158535937787314,   0.118025136603202,   0.077588499406777,   0.037217675849257,  -0.003100735406576,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.095033730552690,  -0.019026354550275,   0.056951421803627,   0.132929400751918,   0.208920483097191,   0.284918372105095,   0.360895328612244,   0.248760355358089,   0.136921341687828,   0.025370842778242,  -0.085940889118679,  -0.197098025175505, 
        6277.840327200000502,  -0.587073377260990,  -0.423639923423026,  -0.260273083794728,  -0.096728789541939,   0.067204825780609,   0.231683434079522,   0.396781817208627,   0.373506685061856,   0.350230344560761,   0.326971048065587,   0.303744867323851,   0.280565683175517,   0.257445191699219,   0.209711148680500,   0.162056559038413,   0.114485923742396,   0.066995714548416,   0.019574967237811,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.016253476351969,   0.032248237466582,   0.048245408997573,   0.064250363266106,   0.080267757877694,   0.096301516957225,   0.112354812902809,   0.084872052938427,   0.057467486736811,   0.030132302003191,   0.002855417264002,  -0.024376386481582, 
        6277.842156000000614,  -0.789136739075606,  -0.581963658796016,  -0.375009328021338,  -0.167919118695623,   0.039636614955244,   0.247914362969103,   0.457047922310843,   0.431880742976928,   0.406681111477382,   0.381474938848504,   0.356285481453343,   0.331133303022825,   0.306036261727876,   0.248634434885131,   0.191329454213110,   0.134132901504305,   0.077044214902563,   0.020051725219557,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.073787744938342,  -0.021632488338820,   0.030479576232663,   0.082570379087763,   0.134654327564209,   0.186737583794440,   0.238817355594038,   0.156673166912027,   0.074730044455465,  -0.007033687345411,  -0.088660172097488,  -0.170208898929700, 
        6277.844289599999684,  -0.717989887089622,  -0.510793573662679,  -0.303701137148603,  -0.096363111160712,   0.111528527186785,   0.320191676823976,   0.529703981428086,   0.468792951688257,   0.407749305305114,   0.346644811039777,   0.285533981185657,   0.224454941701570,   0.163430442256073,   0.130448330237761,   0.097526620284395,   0.064660729144533,   0.031842614922560,  -0.000939023149149,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.060261315898142,   0.066779160865782,   0.073321772695339,   0.079890786966685,   0.086487718118469,   0.093113958223364,   0.099770775864613,   0.054172548872862,   0.008666001110487,  -0.036769506221459,  -0.082160211184217,  -0.127537405687931, 
        6277.846423200000572,  -0.651661837381505,  -0.443798788852321,  -0.235925200448046,  -0.027699372314086,   0.181162575793462,   0.390837095643260,   0.601342109871448,   0.517210964428984,   0.432893325957547,   0.348503917325617,   0.264123049652151,   0.179799311987129,   0.095552530675391,   0.072482846373756,   0.049457556146077,   0.026469710456612,   0.003510795983386,  -0.019429193079026,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.004732864767004,   0.025279643308435,   0.055291059348077,   0.085311543046269,   0.115348642934986,   0.145407159827831,   0.175489013661274,   0.136180552157368,   0.096980102736330,   0.057880320053000,   0.018868915941093,  -0.020070976009519, 
        6277.848252000000684,  -0.710380875391936,  -0.493834691884783,  -0.277357699932304,  -0.060585544084646,   0.156794103426445,   0.374985813764780,   0.594029050402781,   0.512313336326076,   0.430419694461206,   0.348457636498012,   0.266504335338533,   0.184607073180133,   0.102785942558454,   0.077149704308869,   0.051560382913234,   0.026010407413050,   0.000490273503984,  -0.025011359583486,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.056247966092810,   0.014025162814695,   0.084291355067391,   0.154572670180721,   0.224875984979134,   0.295191182304339,   0.365489391969894,   0.252014870102715,   0.138844808518879,   0.025972073320345,  -0.086653927634279,  -0.199119078117052, 
        6277.850385599999754,  -0.708788446838406,  -0.481031261067291,  -0.253309565455517,  -0.025239237104615,   0.203499444105849,   0.433096809689981,   0.663546980740237,   0.553542825517684,   0.443315314494136,   0.333026470004761,   0.222778289206786,   0.112619279560876,   0.002551411135167,  -0.006450015709243,  -0.015447628922701,  -0.024445974952532,  -0.033449812517042,  -0.042464108485418,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.027973624539272,   0.028045292791212,   0.084072962177167,   0.140126381360598,   0.196212887102514,   0.252329232633822,   0.308460691294564,   0.237058811706157,   0.165848486426485,   0.094832851869918,   0.023996958545000,  -0.046690134612493, 
        6277.852214400000776,  -0.576335195028353,  -0.392465320265187,  -0.208591989041360,  -0.024442694791999,   0.160204698194231,   0.345487584034007,   0.531423307887172,   0.464752634201678,   0.397983277064701,   0.331190701374149,   0.264429637454709,   0.197735368271008,   0.131125165697086,   0.101770243207093,   0.072477539286472,   0.043240169985882,   0.014048613386566,  -0.015109143421062,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.097145559497450,  -0.030420679850593,   0.036272425889247,   0.102963212548110,   0.169668612151907,   0.236391474835565,   0.303119035168169,   0.212120281514562,   0.121336691040386,   0.030759258773132,  -0.059648221006442,  -0.149944926333189, 
        6277.854347999999845,  -0.707043725080447,  -0.491077107181300,  -0.275175843022125,  -0.058977230067165,   0.157829095976207,   0.375445868062520,   0.593911284221310,   0.511808592481222,   0.429527775699066,   0.347178663857518,   0.264838464046638,   0.182554249513744,   0.100345702783665,   0.076711707541936,   0.053123417050283,   0.029573919503642,   0.006054653321668,  -0.017444516280450,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.004186265580236,   0.025788682091677,   0.055762205589213,   0.085744485847752,   0.115743100493914,   0.145762887734799,   0.175805813610930,   0.126872271240935,   0.078056811174881,   0.029347510509232,  -0.019274914118220,  -0.067836424456604, 
        6277.856176799999957,  -0.651335200722315,  -0.444174875790038,  -0.237067759087315,  -0.029693615735918,   0.178210392241849,   0.386800901679339,   0.596078303834872,   0.502424222809994,   0.408635803014850,   0.314829771619800,   0.221080974578709,   0.127426384644704,   0.033869374587277,   0.020265575011058,   0.006682085928572,  -0.006887113810390,  -0.020448550469221,  -0.034009240059379,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.058472263079380,   0.002261609653547,   0.062986097640142,   0.123723490300420,   0.184485166356294,   0.245270417756623,   0.306065299830344,   0.212729189414020,   0.119614756486931,   0.026712130375851,  -0.066017086040146,  -0.158635259097692, 
        6277.858310400000846,  -0.773179161396505,  -0.558100982564825,  -0.343199532720238,  -0.128107535283246,   0.087507296830957,   0.303888164911949,   0.521133553521389,   0.468481183177003,   0.415718265327580,   0.362907055455491,   0.310096909640164,   0.257324771115456,   0.204615767016358,   0.163624015263818,   0.122710698855479,   0.081873576031843,   0.041104825849788,   0.000391432843325,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.035257228250983,   0.010173901796496,   0.055584318498535,   0.100989917045226,   0.146400609011565,   0.191819847338867,   0.237244163280008,   0.156623090639609,   0.076201725796675,  -0.004040886276472,  -0.084145480392263,  -0.164169613650129, 
