Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.284372000000076,   0.000048684148996,  -0.000019575288141,  -0.000114803674111,  -0.000234198771296,  -0.000374958342081,  -0.000534280148848,  -0.000709361953982,  -0.000896014801222,  -0.001084502859735,  -0.001263703580043,  -0.001422494412671,  -0.001549752808141,  -0.001634356216976,  -0.001668494550510,  -0.001657607563317,  -0.001610447470783,  -0.001535766488293,  -0.001442316831230,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000703455412133,  -0.000601697476220,  -0.000501765734040,  -0.000403300168151,  -0.000305940761112,  -0.000209327495480,  -0.000113100353813,  -0.000017404984190,   0.000075590303233,   0.000163211532782,   0.000242784728778,   0.000311635915548, 
        6277.286200800000188,  -0.000012700090542,  -0.000095013650209,  -0.000199480302542,  -0.000323660698994,  -0.000465115491015,  -0.000621405330057,  -0.000790090867573,  -0.000967446194596,  -0.001144599160483,  -0.001311391054174,  -0.001457663164609,  -0.001573256780727,  -0.001648013191467,  -0.001674849791255,  -0.001658988396462,  -0.001608726928942,  -0.001532363310554,  -0.001438195463151,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000699334796462,  -0.000597806730088,  -0.000498555484006,  -0.000401644192410,  -0.000307135989494,  -0.000215094009449,  -0.000125581386470,  -0.000038950916460,   0.000043285957840,   0.000119328131975,   0.000187374501493,   0.000245623961942, 
        6277.288334400000167,  -0.000068955919057,  -0.000141576334608,  -0.000235646514563,  -0.000350409886517,  -0.000485109878065,  -0.000638989916801,  -0.000811293430321,  -0.000999306913098,  -0.001192489127123,  -0.001378341901269,  -0.001544367064404,  -0.001678066445401,  -0.001766941873131,  -0.001802125380380,  -0.001789269815603,  -0.001737658231172,  -0.001656573679458,  -0.001555299212831,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000759379071445,  -0.000653336644831,  -0.000550879473813,  -0.000451761252706,  -0.000355735675821,  -0.000262556437474,  -0.000171977231978,  -0.000084036321384,   0.000000089761300,   0.000078939915330,   0.000151053039960,   0.000214968034448, 
        6277.290163200000279,  -0.000021172252084,  -0.000103193899628,  -0.000207139292001,  -0.000330639378512,  -0.000471325108472,  -0.000626827431190,  -0.000794777295975,  -0.000971508205327,  -0.001148163874512,  -0.001314590571983,  -0.001460634566196,  -0.001576142125607,  -0.001650959518671,  -0.001678003221333,  -0.001662470539508,  -0.001612628986600,  -0.001536746076014,  -0.001443089321155,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000691548487989,  -0.000581264493017,  -0.000471035915083,  -0.000361343080840,  -0.000252666316945,  -0.000145485950051,  -0.000040282306813,   0.000062091304477,   0.000159289648978,   0.000248594510216,   0.000327287671712,   0.000392650916991, 
        6277.292296800000258,   0.000060297218230,  -0.000030405936581,  -0.000145126508918,  -0.000280526867201,  -0.000433269379850,  -0.000600016415285,  -0.000777430341926,  -0.000961145579259,  -0.001142684751029,  -0.001312542532044,  -0.001461213597116,  -0.001579192621055,  -0.001656974278669,  -0.001687984335545,  -0.001677372920373,  -0.001633221252617,  -0.001563610551744,  -0.001476622037219,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000767341747858,  -0.000660394918456,  -0.000552990813848,  -0.000446167606847,  -0.000340963470261,  -0.000238416576904,  -0.000139565099585,  -0.000045465115942,   0.000042755677084,   0.000123951677727,   0.000196977284220,   0.000260686894796, 
        6277.294430400000238,  -0.000029105525344,  -0.000111055274243,  -0.000215696430288,  -0.000341002901582,  -0.000484948596228,  -0.000645507422329,  -0.000820653287990,  -0.001006785402805,  -0.001194004182335,  -0.001370835343632,  -0.001525804603749,  -0.001647437679737,  -0.001724260288649,  -0.001748243591968,  -0.001725140528901,  -0.001664149483087,  -0.001574468838164,  -0.001465296977769,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000647586308230,  -0.000548244276268,  -0.000454629059598,  -0.000365107926413,  -0.000278048144902,  -0.000191816983258,  -0.000104781709672,  -0.000016088239334,   0.000072002924568,   0.000156452631848,   0.000234221732317,   0.000302271075791, 
        6277.296259200000350,  -0.000010577213097,  -0.000099312988725,  -0.000209229056237,  -0.000339057178861,  -0.000487529119828,  -0.000653376642365,  -0.000835331509701,  -0.001030296756951,  -0.001227860506772,  -0.001415782153703,  -0.001581821092287,  -0.001713736717065,  -0.001799288422578,  -0.001829865584767,  -0.001811377505164,  -0.001753363466702,  -0.001665362752314,  -0.001556914644932,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000721856244852,  -0.000613768967382,  -0.000509890609396,  -0.000409345621723,  -0.000311258455196,  -0.000214753560645,  -0.000118955388903,  -0.000023521740091,   0.000069756188506,   0.000158553850313,   0.000240546698753,   0.000313410187252, 
        6277.298392800000329,  -0.000030588485362,  -0.000112358174179,  -0.000217558880634,  -0.000344502489695,  -0.000491500886327,  -0.000656865955497,  -0.000838909582170,  -0.001034177204294,  -0.001232148471734,  -0.001420536587337,  -0.001587054753949,  -0.001719416174418,  -0.001805334051589,  -0.001836162138741,  -0.001817816390877,  -0.001759853313431,  -0.001671829411838,  -0.001563301191534,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000726438406049,  -0.000617803258013,  -0.000513335484496,  -0.000412219864571,  -0.000313641177314,  -0.000216784201797,  -0.000120833717096,  -0.000025553023542,   0.000066980493501,   0.000154110927412,   0.000233182371570,   0.000301538919353, 
        6277.300221600000441,   0.000047382093387,  -0.000043638167582,  -0.000159714530531,  -0.000298323449078,  -0.000456941376841,  -0.000633044767439,  -0.000824110074489,  -0.001026053500579,  -0.001228550244172,  -0.001419715252701,  -0.001587663473598,  -0.001720509854297,  -0.001806369342229,  -0.001836938122049,  -0.001818237327289,  -0.001759869328707,  -0.001671436497056,  -0.001562541203092,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000726367381054,  -0.000618303006204,  -0.000514459004955,  -0.000413958741006,  -0.000315925578056,  -0.000219482879805,  -0.000123754009951,  -0.000028398318087,   0.000064780902622,   0.000153444373119,   0.000235252814346,   0.000307866947243, 
        6277.302355200000420,   0.000031660985590,  -0.000052639142891,  -0.000164069014980,  -0.000299743429295,  -0.000456777184451,  -0.000632285079063,  -0.000823381911748,  -0.001025634832086,  -0.001228420393521,  -0.001419567500458,  -0.001586905057306,  -0.001718261968473,  -0.001801467138364,  -0.001828015548921,  -0.001804066492216,  -0.001739445337853,  -0.001643977455438,  -0.001527488214576,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000643468782649,  -0.000532645501843,  -0.000427729507468,  -0.000327934446928,  -0.000232473967628,  -0.000140561716971,  -0.000051411342361,   0.000035365242572,   0.000118563059295,   0.000196578863053,   0.000267809409086,   0.000330651452638, 
        6277.304184000000532,  -0.000030462016026,  -0.000128692898473,  -0.000249220159450,  -0.000389519793051,  -0.000547067793370,  -0.000719340154501,  -0.000903812870540,  -0.001096513262503,  -0.001287673959099,  -0.001466078915962,  -0.001620512088724,  -0.001739757433018,  -0.001812598904475,  -0.001831266888598,  -0.001801777490370,  -0.001733593244641,  -0.001636176686264,  -0.001518990350090,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000654967951210,  -0.000552068567566,  -0.000455383057576,  -0.000362697659696,  -0.000271798612378,  -0.000180472154077,  -0.000086504523247,   0.000011232609574,   0.000109525845518,   0.000204076353632,   0.000290585302965,   0.000364753862565, 
        6277.306317600000511,  -0.000033875078483,  -0.000115415497933,  -0.000219588722601,  -0.000344385035440,  -0.000487794719399,  -0.000647808057431,  -0.000822415332485,  -0.001008068816111,  -0.001195068734251,  -0.001372177301445,  -0.001528156732234,  -0.001651769241156,  -0.001731777042752,  -0.001760304509599,  -0.001742924646418,  -0.001688572615967,  -0.001606183581004,  -0.001504692704285,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000717474923915,  -0.000612624390250,  -0.000510769606054,  -0.000411274151462,  -0.000313501606613,  -0.000216815551644,  -0.000120579566692,  -0.000024652942004,   0.000069122191731,   0.000158407993714,   0.000240866623146,   0.000314160239230, 
        6277.308146400000624,  -0.000043465010999,  -0.000134494849922,  -0.000250551607118,  -0.000389125725119,  -0.000547707646458,  -0.000723787813665,  -0.000914856669272,  -0.001116764852507,  -0.001318803789384,  -0.001508625102612,  -0.001673880414901,  -0.001802221348961,  -0.001881299527502,  -0.001902507812435,  -0.001872204022471,  -0.001800487215524,  -0.001697456449507,  -0.001573210782332,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000659750154741,  -0.000553402894279,  -0.000454523406015,  -0.000360675998273,  -0.000269424979381,  -0.000178334657664,  -0.000084969341449,   0.000011994660131,   0.000109433034714,   0.000203109469129,   0.000288787650205,   0.000362231264772, 
        6277.310279999999693,   0.000050654315393,  -0.000040641265144,  -0.000157476016702,  -0.000297728931147,  -0.000459279000343,  -0.000640005216158,  -0.000837786570457,  -0.001048698020365,  -0.001261598384053,  -0.001463542444949,  -0.001641584986485,  -0.001782780792090,  -0.001874184645193,  -0.001906715702603,  -0.001886750614636,  -0.001824530404988,  -0.001730296097353,  -0.001614288715428,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000730443927175,  -0.000618908024462,  -0.000512287000519,  -0.000409072789682,  -0.000307757326287,  -0.000206832544668,  -0.000104790379162,  -0.000000891730823,   0.000102526632419,   0.000202358975912,   0.000295499565007,   0.000378842665053, 
        6277.312413600000582,  -0.000037292502135,  -0.000135019099334,  -0.000255678114075,  -0.000397126190826,  -0.000557219974050,  -0.000733816108216,  -0.000924771237787,  -0.001126291246198,  -0.001327978972746,  -0.001517786495693,  -0.001683665893305,  -0.001813569243845,  -0.001895448625576,  -0.001920901156310,  -0.001896104112046,  -0.001830879808329,  -0.001735050560706,  -0.001618438684722,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000735530049447,  -0.000623674487988,  -0.000516542412464,  -0.000412692481996,  -0.000310683355705,  -0.000209073692712,  -0.000106422152138,  -0.000002114929032,   0.000101151637850,   0.000199853673821,   0.000290467304195,   0.000369468654287, 
        6277.314242400000694,  -0.000052573463132,  -0.000143084383967,  -0.000258502727224,  -0.000396352473787,  -0.000554157604537,  -0.000729442100355,  -0.000919729942125,  -0.001120981597207,  -0.001322903478885,  -0.001513638486920,  -0.001681329521075,  -0.001814119481113,  -0.001900151266796,  -0.001931131430866,  -0.001913021137977,  -0.001855345205762,  -0.001767628451857,  -0.001659395693893,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000791848170777,  -0.000665137289779,  -0.000538688561040,  -0.000413007397300,  -0.000288599211302,  -0.000165969415787,  -0.000045623423496,   0.000071443331296,   0.000182275328189,   0.000283427025248,   0.000371452880539,   0.000442907352128, 
        6277.316375999999764,  -0.000065213859801,  -0.000155867791465,  -0.000272079287912,  -0.000411739034339,  -0.000572737715944,  -0.000752966017926,  -0.000950314625481,  -0.001160831510539,  -0.001373193791950,  -0.001574235875294,  -0.001750792166152,  -0.001889697070103,  -0.001977784992729,  -0.002005815646817,  -0.001980249973981,  -0.001911474223043,  -0.001809874642825,  -0.001685837482148,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000731821899893,  -0.000607959080673,  -0.000489582104654,  -0.000376515755869,  -0.000268584818354,  -0.000165614076144,  -0.000067428313273,   0.000025929276662,   0.000113541861817,   0.000194274200786,   0.000266991052163,   0.000330557174542, 
        6277.318204800000785,  -0.000068304186766,  -0.000158124302579,  -0.000273280270046,  -0.000411740267973,  -0.000571472475167,  -0.000750445070433,  -0.000946626232576,  -0.001156205260548,  -0.001368255933873,  -0.001570073152222,  -0.001748951815264,  -0.001892186822668,  -0.001987073074106,  -0.002024670031664,  -0.002011095407101,  -0.001956231474593,  -0.001869960508315,  -0.001762164782444,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000874680624121,  -0.000738818729761,  -0.000601698902245,  -0.000464585081168,  -0.000328741206126,  -0.000195431216715,  -0.000065919052529,   0.000058286817153,   0.000174699804328,   0.000280588791309,   0.000373222660409,   0.000449870293942, 
        6277.320338400000765,  -0.000062461814326,  -0.000153128715002,  -0.000269564350876,  -0.000409594034315,  -0.000571043077685,  -0.000751736793353,  -0.000949500493684,  -0.001160330867600,  -0.001372910110247,  -0.001574091793325,  -0.001750729488534,  -0.001889676767574,  -0.001977787202147,  -0.002005839632921,  -0.001980313976446,  -0.001911615418236,  -0.001810149143811,  -0.001686320338686,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000734520077519,  -0.000610375222335,  -0.000491110771458,  -0.000376208733951,  -0.000265151118876,  -0.000157419935294,  -0.000052497192268,   0.000049658285154,   0.000147180407979,   0.000237726271229,   0.000318952969925,   0.000388517599087, 
        6277.322167199999967,  -0.000110924515354,  -0.000206053810814,  -0.000320639338961,  -0.000454224153909,  -0.000606351309770,  -0.000776563860656,  -0.000964404860679,  -0.001167330797103,  -0.001374451889799,  -0.001572791791789,  -0.001749374156095,  -0.001891222635738,  -0.001985360883740,  -0.002022606747677,  -0.002008954853331,  -0.001954194021039,  -0.001868113071139,  -0.001760500823966,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000872175985509,  -0.000736598048211,  -0.000600323441941,  -0.000464946847788,  -0.000332062946845,  -0.000203266420200,  -0.000080151948945,   0.000035687578704,   0.000142666446019,   0.000239200729148,   0.000323706504237,   0.000394599847433, 
        6277.324300800000856,  -0.000083557375287,  -0.000183326600150,  -0.000309594381093,  -0.000459057642922,  -0.000628413310443,  -0.000814358308462,  -0.001013589561784,  -0.001221365007564,  -0.001427186632345,  -0.001619117435021,  -0.001785220414484,  -0.001913558569626,  -0.001992194899339,  -0.002012868323730,  -0.001982021447760,  -0.001909772797602,  -0.001806240899430,  -0.001681544279420,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000750820534520,  -0.000635190709623,  -0.000524806637028,  -0.000417662480142,  -0.000311752402375,  -0.000205070567136,  -0.000095611137834,   0.000017511320091,   0.000130700633078,   0.000239240225532,   0.000338413521861,   0.000423503946472, 
        6277.326129600000058,  -0.000037830018996,  -0.000141517989021,  -0.000266070785316,  -0.000409715906682,  -0.000570680851922,  -0.000747193119837,  -0.000937480209231,  -0.001138149025302,  -0.001339324098835,  -0.001529509367010,  -0.001697208767010,  -0.001830926236015,  -0.001919165711206,  -0.001953886384968,  -0.001940868470489,  -0.001889347436163,  -0.001808558750381,  -0.001707737881536,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000870431148066,  -0.000738441809617,  -0.000604008536078,  -0.000468575640074,  -0.000333587434226,  -0.000200488231158,  -0.000070722343494,   0.000054104514931,   0.000171741025435,   0.000279774468122,   0.000375792123098,   0.000457381270469, 
        6277.328263200000038,  -0.000005149506026,  -0.000113504852768,  -0.000250203075822,  -0.000411052575753,  -0.000591861753129,  -0.000788439008516,  -0.000996592742481,  -0.001210951010291,  -0.001421420486015,  -0.001616727498421,  -0.001785598376278,  -0.001916759448353,  -0.001998937043415,  -0.002024373714524,  -0.001999376911899,  -0.001933770310050,  -0.001837377583489,  -0.001720022406727,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000799815453552,  -0.000670307263448,  -0.000542818092664,  -0.000417900142816,  -0.000296105615519,  -0.000177986712389,  -0.000064095635043,   0.000044777101819,   0.000146887731155,   0.000240254172835,   0.000322894346733,   0.000392826172721, 
        6277.330396800000926,   0.000073659118943,  -0.000028000506978,  -0.000160559845062,  -0.000319860330969,  -0.000501743400357,  -0.000702050488883,  -0.000916623032206,  -0.001140007319871,  -0.001361569056971,  -0.001569378802486,  -0.001751507115396,  -0.001896024554682,  -0.001991001679322,  -0.002028162606485,  -0.002013845686099,  -0.001958042826277,  -0.001870745935135,  -0.001761946920788,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000871974998410,  -0.000736119932851,  -0.000599002217048,  -0.000461866001348,  -0.000325955436100,  -0.000192514671654,  -0.000062787858359,   0.000061719907230,   0.000178459743720,   0.000284621823515,   0.000377396319016,   0.000453973402624, 
        6277.332225600000129,  -0.000075747504334,  -0.000181823326495,  -0.000312310158036,  -0.000464273083443,  -0.000634777187202,  -0.000820887553797,  -0.001019669267715,  -0.001226740382010,  -0.001431930824012,  -0.001623623489619,  -0.001790201274729,  -0.001920047075241,  -0.002001543787054,  -0.002026642877358,  -0.002001570098514,  -0.001936119774173,  -0.001840086227988,  -0.001723263783612,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000807039353803,  -0.000677030418132,  -0.000547893609029,  -0.000419452254800,  -0.000291529683753,  -0.000163949224196,  -0.000036534204436,   0.000090197568050,   0.000212950369104,   0.000327733995402,   0.000430558243618,   0.000517432910425, 
        6277.334359200000108,   0.000052709901230,  -0.000057771633955,  -0.000201033304974,  -0.000372018389453,  -0.000565670165015,  -0.000776931909284,  -0.001000746899884,  -0.001230904611608,  -0.001456579307913,  -0.001665791449426,  -0.001846561496773,  -0.001986909910581,  -0.002074857151476,  -0.002102176687508,  -0.002075654016418,  -0.002005827643374,  -0.001903236073542,  -0.001778417812088,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000809792716906,  -0.000676025657549,  -0.000544364192739,  -0.000414463289572,  -0.000285977915144,  -0.000158563036551,  -0.000031873620889,   0.000093667475668,   0.000214565840631,   0.000326559172434,   0.000425385169508,   0.000506781530288, 
        6277.336188000001130,  -0.000071303362353,  -0.000176874411207,  -0.000307490589384,  -0.000460605052038,  -0.000633670954324,  -0.000824141451397,  -0.001029469698411,  -0.001245457954694,  -0.001461304896258,  -0.001664558303292,  -0.001842765955980,  -0.001983475634510,  -0.002074235119068,  -0.002106355962507,  -0.002086204808354,  -0.002023912072802,  -0.001929608172045,  -0.001813423522277,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000876380489430,  -0.000737135066867,  -0.000597738967023,  -0.000459219677482,  -0.000322604685826,  -0.000188921479640,  -0.000059197546505,   0.000065244620226,   0.000181902504124,   0.000287978582993,   0.000380675334635,   0.000457195236854, 
        6277.338321600000199,  -0.000075279195434,  -0.000181155852601,  -0.000312579042453,  -0.000467401263770,  -0.000643475015331,  -0.000838652795917,  -0.001050787104307,  -0.001275836202309,  -0.001502181403846,  -0.001716309785866,  -0.001904708425319,  -0.002053864399154,  -0.002150264784322,  -0.002184443170929,  -0.002163119201712,  -0.002097059032563,  -0.001997028819375,  -0.001873794718042,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000888604362321,  -0.000745571595419,  -0.000603068219223,  -0.000461564910997,  -0.000321532348005,  -0.000183441207512,  -0.000047762166782,   0.000084472929365,   0.000209987565893,   0.000324944060209,   0.000425504729721,   0.000507831891837, 
        6277.340150400000311,  -0.000000744559085,  -0.000115421321074,  -0.000257090663695,  -0.000422281911276,  -0.000607524388146,  -0.000809347418633,  -0.001024280327065,  -0.001247384940161,  -0.001467853094195,  -0.001673409127833,  -0.001851777379738,  -0.001990682188577,  -0.002077847893013,  -0.002104786106800,  -0.002078157544046,  -0.002008410193949,  -0.001905992045706,  -0.001781351088513,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000812666318901,  -0.000679517047596,  -0.000549024519222,  -0.000421082790623,  -0.000295585918640,  -0.000172427960118,  -0.000051502971899,   0.000066793436527,   0.000180059445080,   0.000285391681032,   0.000379886771657,   0.000460641344226, 
        6277.342284000001200,  -0.000011067805969,  -0.000135366062075,  -0.000288190620982,  -0.000465240823024,  -0.000662216008531,  -0.000874815517838,  -0.001098738691277,  -0.001328428306547,  -0.001553300890821,  -0.001761516408638,  -0.001941234824539,  -0.002080616103062,  -0.002167820208748,  -0.002194723345255,  -0.002168066672714,  -0.002098307590373,  -0.001995903497481,  -0.001871311793287,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000887241198576,  -0.000744646567571,  -0.000602494081733,  -0.000461270484509,  -0.000321462519345,  -0.000183556929689,  -0.000048040458987,   0.000084038672460,   0.000209386336936,   0.000324146929870,   0.000424464846690,   0.000506484482828, 
        6277.344417600000270,   0.000082254610044,  -0.000042246318032,  -0.000196310777204,  -0.000376448587937,  -0.000579169570697,  -0.000800983545950,  -0.001038400334161,  -0.001286217889357,  -0.001532386699808,  -0.001763145387348,  -0.001964732573807,  -0.002123386881019,  -0.002225346930814,  -0.002261058826056,  -0.002237798593728,  -0.002167049741845,  -0.002060295778420,  -0.001929020211468,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000893730010541,  -0.000747747066070,  -0.000603519085628,  -0.000461183073772,  -0.000320876035059,  -0.000182734974047,  -0.000046896895292,   0.000085919928635,   0.000212672153105,   0.000329735165477,   0.000433484353109,   0.000520295103361, 
        6277.346246400000382,  -0.000077171320131,  -0.000199024788022,  -0.000345480729942,  -0.000513524509027,  -0.000700141488419,  -0.000902317031255,  -0.001117036500674,  -0.001339712024945,  -0.001559462792861,  -0.001763834758340,  -0.001940373875306,  -0.002076626097677,  -0.002160137379377,  -0.002182302876834,  -0.002149914556510,  -0.002073613587375,  -0.001964041138402,  -0.001831838378559,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000815870571510,  -0.000679287998527,  -0.000546522438460,  -0.000417351526219,  -0.000291552896716,  -0.000168904184861,  -0.000049183025565,   0.000067291243309,   0.000178032472098,   0.000280012808186,   0.000370204398959,   0.000445579391802, 
        6277.348379999999452,   0.000069113929842,  -0.000047932021176,  -0.000196826449678,  -0.000373658366039,  -0.000574516780631,  -0.000795490703831,  -0.001032669146010,  -0.001280528438289,  -0.001527094194762,  -0.001758779350271,  -0.001961996839656,  -0.002123159597759,  -0.002228680559419,  -0.002269122446845,  -0.002251647131721,  -0.002187566273097,  -0.002088191530024,  -0.001964834561554,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000979520418736,  -0.000835970413715,  -0.000691888068450,  -0.000546978731135,  -0.000400947749963,  -0.000253500473128,  -0.000104342248823,   0.000045844748152,   0.000192471036567,   0.000329970308585,   0.000452776256368,   0.000555322572079, 
        6277.350208800000473,  -0.000006895809807,  -0.000137448331931,  -0.000294651228507,  -0.000474531593758,  -0.000673116521903,  -0.000886433107163,  -0.001110508443760,  -0.001340070170129,  -0.001564648101558,  -0.001772472597552,  -0.001951774017613,  -0.002090782721244,  -0.002177729067949,  -0.002204536976939,  -0.002177904606261,  -0.002108223673669,  -0.002005885896918,  -0.001881282993763,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000880764195743,  -0.000730291619026,  -0.000579240460085,  -0.000429126725728,  -0.000281466422766,  -0.000137775558008,   0.000000429861734,   0.000131535716661,   0.000253535435000,   0.000364324331990,   0.000461797722868,   0.000543850922871, 
        6277.352342400000452,   0.000091028202406,  -0.000040123203887,  -0.000198760151025,  -0.000381757361576,  -0.000585989558112,  -0.000808331463201,  -0.001045657799413,  -0.001293120900500,  -0.001538983544943,  -0.001769786122405,  -0.001972069022548,  -0.002132372635036,  -0.002237237349532,  -0.002277313709264,  -0.002259692871726,  -0.002195576147977,  -0.002096164849077,  -0.001972660286085,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000967940182378,  -0.000816151766739,  -0.000663328582158,  -0.000510666451506,  -0.000359361197653,  -0.000210608643470,  -0.000065604611825,   0.000074111066438,   0.000205622528593,   0.000325669903944,   0.000430993321793,   0.000518332911443, 
        6277.354171199999655,   0.000050332949837,  -0.000066316794605,  -0.000214711674864,  -0.000390988932001,  -0.000591285807075,  -0.000811739541146,  -0.001048487375272,  -0.001296044488308,  -0.001542437810289,  -0.001774072209044,  -0.001977352552402,  -0.002138683708194,  -0.002244470544249,  -0.002285256654467,  -0.002268140537029,  -0.002204359416186,  -0.002105150516190,  -0.001981751061294,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000977765767242,  -0.000826414088406,  -0.000674134425132,  -0.000522088288817,  -0.000371437190856,  -0.000223342642646,  -0.000078966155585,   0.000060259509178,   0.000191816591471,   0.000312916081371,   0.000420768968954,   0.000512586244294, 
        6277.356304800000544,  -0.000011257489202,  -0.000141965694566,  -0.000299577407968,  -0.000480598981486,  -0.000681536767196,  -0.000898897117178,  -0.001129186383508,  -0.001367391782527,  -0.001602423987627,  -0.001821674536464,  -0.002012534966691,  -0.002162396815966,  -0.002258651621942,  -0.002292584222594,  -0.002271052657177,  -0.002204808265264,  -0.002104602386428,  -0.001981186360243,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000964046454114,  -0.000803457719778,  -0.000640036107690,  -0.000475890857730,  -0.000313131209780,  -0.000153866403722,  -0.000000205679436,   0.000145496366794,   0.000279903713084,   0.000399434981147,   0.000500508792700,   0.000579543769454, 
        6277.358133600000656,   0.000037919602475,  -0.000103999076058,  -0.000278531771634,  -0.000480047818073,  -0.000702916549192,  -0.000941507298808,  -0.001190189400740,  -0.001442257583605,  -0.001686708155220,  -0.001911462818201,  -0.002104443275165,  -0.002253571228727,  -0.002346768381505,  -0.002375812321550,  -0.002347904178662,  -0.002274100968074,  -0.002165459705022,  -0.002033037404740,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000964032776621,  -0.000801749720962,  -0.000639104607347,  -0.000478555087076,  -0.000322558811449,  -0.000173573431768,  -0.000034056599331,   0.000093874521323,   0.000209464712710,   0.000312299244107,   0.000401963384793,   0.000478042404046, 
