Abs Distance (ft),Deflection 9 (in),Deflection 10 (in),Deflection 11 (in),Deflection 12 (in),Deflection 13 (in),Deflection 14 (in),Deflection 15 (in),Deflection 16 (in),Deflection 17 (in),Deflection 18 (in),Deflection 19 (in),Deflection 20 (in),Deflection 21 (in),Deflection 22 (in),Deflection 23 (in),Deflection 24 (in),Deflection 25 (in),Deflection 26 (in),Deflection 27 (in),Deflection 28 (in),Deflection 29 (in),Deflection 30 (in),Deflection 31 (in),Deflection 32 (in),Deflection 33 (in),Deflection 34 (in),Deflection 35 (in),Deflection 36 (in),Deflection 37 (in),Deflection 38 (in),Deflection 39 (in),Deflection 40 (in),Deflection 41 (in),Deflection 42 (in),Deflection 43 (in),Deflection 44 (in),Deflection 45 (in),Deflection 46 (in),Deflection 47 (in),Deflection 48 (in),Deflection 1 (in),Deflection 2 (in),Deflection 3 (in),Deflection 4 (in),Deflection 5 (in),Deflection 6 (in),Deflection 7 (in),Deflection 8 (in),Orient (First Column Spider channel),Channel width: (in), 0.8010
20588.964,-0.00749042,0.00207017,0.00000156,0.01072312,0.00724913,0.00261790,0.00821987,0.01361393,-0.00135810,0.00340229,0.00026254,-0.00280249,0.00047813,-0.00389939,-0.00642016,0.00303332,-0.00298195,0.00225809,-0.00415008,0.00233839,-0.00365869,-0.00005639,0.01055410,0.00000000,0.00395359,0.00213203,0.00014589,-0.00399812,-0.00272496,-0.00508777,-0.00266195,-0.00943943,-0.00157260,-0.00275269,0.00224536,-0.00199687,-0.00619825,-0.00810565,-0.00293490,-0.00514227,0.00077188,0.00190697,0.00809259,-0.00547574,-0.00241357,-0.00367469,0.00085430,-0.00177247,2.37
20588.971,-0.00754860,0.00559732,0.00000415,0.00724949,-0.00674496,0.00630973,0.00480296,0.01383800,-0.00827787,0.00369982,0.00058549,-0.00590494,0.00082280,-0.00355986,-0.00958726,-0.00005880,-0.00963702,-0.00086726,-0.00054964,0.00246172,-0.00017457,-0.00003052,0.01053757,0.00000000,0.00721010,0.00520745,0.00335399,-0.00408583,-0.00279717,-0.00513785,-0.01220081,-0.00306303,-0.00154370,-0.00588473,-0.00089849,-0.00192459,-0.00612673,-0.00804269,-0.00288722,-0.00188439,0.00735961,-0.00473074,0.01142853,-0.00554040,0.00094667,-0.00376135,0.00428867,-0.00184894,2.37
20588.977,-0.00754860,0.00203867,0.00355306,0.01076574,0.01085938,0.00275122,0.01199769,0.01025907,-0.00109414,0.00369982,0.00058549,-0.00246348,0.00082280,-0.00015471,-0.00260342,0.00333117,-0.00617883,0.00247861,-0.00740224,0.00587097,-0.00017457,-0.00003052,0.01053757,0.00000000,0.01054489,0.00204133,0.00005155,-0.00086884,-0.00279717,-0.00513785,-0.00268584,-0.00943604,-0.00469893,0.00048136,0.00231031,-0.00511544,-0.00283980,-0.00490029,-0.00288722,-0.00511518,0.00406663,-0.00142334,0.01142853,-0.00554040,-0.00249278,-0.00023148,0.00076835,-0.00184894,2.37
20588.984,-0.00442446,0.00520116,0.00319182,0.01045449,0.00004508,0.00257715,0.00471042,0.01383111,-0.00460747,0.00386202,0.00082373,-0.00215894,0.00118067,0.00024193,-0.00916862,0.00036563,-0.00922386,-0.00048103,-0.00363080,0.00275654,-0.00334951,0.00354896,0.01065004,0.00000000,0.00721687,0.00201095,-0.00330348,-0.00093391,-0.00609533,-0.00518677,-0.00905851,-0.00306478,-0.00467518,-0.00583970,-0.00084004,-0.00186339,-0.00936025,-0.00801379,0.00045344,-0.00193614,0.00725406,0.00503177,0.01120439,-0.00582144,-0.00282505,0.00292621,0.00036582,-0.00226561,2.37
20588.990,-0.00826410,0.00143189,-0.00048093,0.00689376,0.00711247,0.00621572,0.00483131,0.01039813,-0.00445216,0.00744028,0.00448908,-0.00205672,0.00124625,0.00026631,-0.00918488,0.00030948,-0.00931276,-0.00059340,-0.00718059,0.00604235,-0.00345893,0.00006058,0.01060369,0.00000000,0.00726156,0.00210053,0.00342705,-0.00399717,-0.00269607,-0.00503256,-0.00893452,-0.00617916,0.00164060,-0.00273890,-0.00422338,-0.00533083,-0.00645051,-0.00848131,-0.00344027,-0.00254656,0.00330737,0.00104615,0.01053018,-0.00647298,0.00000596,-0.00468308,-0.00010800,-0.00265551,2.37
20588.997,-0.00501104,0.00115828,0.00281016,0.00665437,0.00689351,0.00601847,0.00825327,0.01024621,-0.00458117,0.00390577,0.00087183,-0.00211708,0.00465480,0.00025294,-0.00917422,0.00034646,-0.00924857,-0.00384492,-0.00363248,0.00278664,-0.00327367,0.00368233,0.01085097,0.00000000,0.01089669,0.00558656,0.00706478,-0.00044138,-0.00882954,-0.00470896,-0.00863246,-0.00272020,-0.00759216,-0.00255147,0.00232913,-0.00524819,-0.00313640,-0.00850930,-0.00352097,-0.00267641,0.00313361,-0.00247429,0.01028753,-0.00333257,-0.00027730,-0.00144627,0.00311601,0.00048376,2.37
20589.004,-0.00501104,0.00471696,0.00281016,0.01017064,-0.00014949,0.00245996,0.00825327,0.01024621,-0.00458117,0.00390577,0.00087183,0.00132568,0.00465480,-0.00315221,-0.00917422,-0.00304213,-0.00579038,-0.00050059,-0.00363248,0.00278664,-0.00327367,0.00027720,0.01085097,0.00000000,0.00756191,0.00242044,0.00376026,-0.00687343,0.00087740,-0.00773120,-0.00546080,-0.00590763,0.00187351,-0.00573358,-0.00729159,-0.00524819,-0.00642330,-0.00536694,-0.00352097,-0.00267641,0.00313361,0.00083458,0.01366980,-0.00673941,-0.00027730,-0.00144627,0.00311601,-0.00294918,2.37
20589.010,-0.00886072,0.00444236,0.00257831,0.00646953,0.00675770,0.00237270,0.00821194,0.01024607,-0.00095406,0.00396735,-0.00258091,0.00141486,0.00129863,0.00033469,-0.00561555,0.00039280,-0.00922655,-0.00384880,-0.00366137,0.00614481,0.00006894,0.00360325,0.00742073,0.00000000,0.00749878,0.00237768,0.00374317,-0.00364723,-0.00232106,-0.00464499,-0.00537825,-0.00581522,-0.00119180,-0.00247182,0.00238527,-0.00203536,-0.00644409,-0.00857947,-0.00364387,-0.00608360,0.00290621,-0.00274735,0.01335874,-0.00367174,0.00280706,-0.00533824,-0.00076018,0.00014540,2.37
20589.017,-0.00903213,0.00426383,0.00240169,0.00630658,0.00310025,0.00583880,0.00817833,0.01028673,-0.00082502,0.00419684,0.00482413,0.00186776,0.00531184,0.00101339,-0.01181908,-0.00212746,-0.00828852,-0.00286386,-0.00608121,0.00032634,0.00103097,-0.00230777,0.01157480,0.00000000,0.00805824,0.00596116,-0.00258944,-0.00351978,-0.00232621,-0.00476586,-0.00876528,-0.00610095,-0.00467794,-0.00600606,-0.00758749,-0.00556087,-0.00346213,-0.00570485,-0.00052558,0.00018871,0.00274740,0.00042661,0.01323842,-0.00378698,-0.00075257,-0.00193729,0.00261692,-0.00001314,2.37
20589.023,-0.00555978,0.00418150,0.00231016,0.00972999,0.00301468,0.00576951,0.00813414,0.01027573,-0.00079591,0.00427149,-0.00565017,-0.00140131,0.00553430,0.00128143,-0.00453097,-0.00517570,-0.01138457,0.00085130,-0.00228686,0.00068084,0.00135909,0.00479208,0.01181977,0.00000000,0.00819490,0.00604246,0.00404235,-0.00353629,-0.00561484,-0.00786658,-0.00885749,-0.00300785,0.00154845,-0.00289280,0.00519812,-0.00238939,-0.00674166,-0.01195613,-0.00382053,-0.00297832,0.00611188,-0.00281210,0.00991754,-0.00374068,0.00271435,-0.00193472,0.00611653,-0.00005900,2.37
20589.030,-0.00909868,0.00418150,0.00586038,0.00972999,-0.00050621,0.00221100,0.00094200,0.01027573,-0.00438842,0.00427149,0.00494760,-0.00140131,0.00208857,0.00128143,-0.00802230,-0.00178852,-0.00446976,-0.00249303,-0.00571236,0.00068084,-0.00205198,0.00479208,0.01181977,0.00000000,0.01152971,0.00287631,0.00073989,-0.00353629,-0.00561484,-0.00484434,-0.00568584,-0.00938084,0.00154845,-0.00289280,-0.00763325,-0.00238939,-0.00674166,-0.00567300,-0.00047392,0.00025399,0.00281895,0.00049677,0.01329980,-0.00714751,0.00271435,0.00159663,0.00259480,-0.00005900,2.37
20589.036,-0.00555978,0.00418150,0.00586038,0.01324752,-0.00050621,0.00576951,0.00813414,0.01385465,-0.00079591,0.00427149,0.00141368,0.00204142,0.00208857,0.00128143,-0.00453097,-0.00178852,-0.01138457,0.00085130,-0.00571236,0.00068084,-0.00205198,0.00138691,0.01181977,0.00000000,0.00486207,0.00287631,0.00073989,-0.00031929,-0.00237919,-0.00484434,-0.00568584,-0.00300785,0.00154845,-0.00289280,-0.00122132,-0.00238939,-0.00674166,-0.00567300,-0.00382053,-0.00297832,0.00281895,-0.00281210,0.01329980,-0.00374068,0.00271435,0.00159663,0.00259480,-0.00005900,2.37
20589.043,-0.00561647,0.00413385,-0.00127059,0.00972045,0.00303316,0.00226213,0.00102916,0.01040068,-0.00781679,0.00447054,0.00517938,-0.00114170,0.00236946,0.00157613,-0.01121249,-0.00149197,-0.00764379,-0.00222976,-0.00547726,0.00088158,-0.00189012,0.00150783,0.01189919,0.00000000,0.01153516,0.00285348,0.00069627,-0.00359209,-0.00890790,-0.00489944,-0.00572990,-0.00622337,-0.00161796,-0.00606492,0.00201523,0.00084542,-0.00340282,-0.00561688,-0.00376604,0.00030133,0.00614735,0.00051685,0.01330241,-0.00375581,-0.00075835,-0.00198026,0.00606154,-0.00011798,2.37
20589.050,-0.00555341,0.00417983,0.00230419,0.01324249,0.00653901,0.00578583,0.01536889,0.01391982,-0.00428991,0.00440764,0.00158981,0.00225796,0.00234333,0.00157020,-0.00421582,0.00193370,-0.01104406,-0.00215838,-0.00539702,0.00096306,-0.00181632,0.00496968,0.01527884,0.00000000,0.01148516,0.00275477,0.00384832,-0.00057641,-0.00268722,-0.00518828,-0.00604933,-0.00656166,-0.00196214,-0.00003575,0.00169812,-0.00263346,-0.00364961,-0.00896023,-0.00391819,-0.00303368,0.00279872,-0.00280544,0.00994249,-0.00711268,0.00275171,-0.00190084,0.00262097,-0.00004269,2.37
